ID,Actual Name,Tooltip,XX,VVVV,Base Attack Abilities - Motivity,Base Attack Abilities - Technique,Base Attack Abilities - Advance
Collection_Record_1,Collection Record 1,,,,,,
Gesture_Test_Apology,Gesture Test Apology,,,,,,
Collection_Record_10_Normal,Collection Record 10 Normal,,,,,,
Quartz,Quartz,,,,,,
HatCostume_RedHat,Hatcostume Redhat,,,,,,
HatCostume_ReindeerHorn,Hatcostume Reindeerhorn,,,,,,
Head_Glassess_RudolfNose,Head Glassess Rudolfnose,,,,,,
HatCostume_GuanYu,Hatcostume Guanyu,,,,,,
Costume_GuanYu,Costume Guanyu,,,,,,
DLC_Collection_Reward_BossChallenge02,Dlc Collection Reward Bosschallenge02,,,,,,
DLC_Collection_Reward_BossChallenge11,Dlc Collection Reward Bosschallenge11,,,,,,
DLC_Collection_Reward_BossChallenge01,Dlc Collection Reward Bosschallenge01,,,,,,
Collection_Letter_passenger_note,Collection Letter Passenger Note,,,,,,
Collection_Letter_KratTimes183,Collection Letter Krattimes183,,,,,,
Collection_Letter_KratNotedGuide2,Collection Letter Kratnotedguide2,,,,,,
Collection_Letter_doodle,Collection Letter Doodle,,,,,,
Collection_Letter_KratTimes1124,Collection Letter Krattimes1124,,,,,,
Collection_Letter_08,Collection Letter8,,,,,,
Collection_Letter_17,Collection Letter 17,,,,,,
Collection_Letter_CatFake,Collection Letter Catfake,,,,,,
Collection_Letter_04,Collection Letter4,,,,,,
Collection_Letter_05,Collection Letter5,,,,,,
Collection_Letter_11,Collection Letter 11,,,,,,
Collection_Letter_Cathedral_Vil_History,Collection Letter Cathedral Vil History,,,,,,
Collection_Letter_12,Collection Letter 12,,,,,,
Collection_Letter_10,Collection Letter 10,,,,,,
Collection_Letter_15,Collection Letter 15,,,,,,
Collection_Letter_52,Collection Letter 52,,,,,,
Collection_Letter_SlummerScrawl,Collection Letter Slummerscrawl,,,,,,
Collection_Letter_19,Collection Letter 19,,,,,,
Collection_Letter_18,Collection Letter 18,,,,,,
Collection_Letter_21,Collection Letter 21,,,,,,
Collection_Letter_22,Collection Letter 22,,,,,,
Collection_Letter_StalkerMask,Collection Letter Stalkermask,,,,,,
Collection_Databox_Interpretation_01,Collection Databox Interpretation1,,,,,,
Collection_Letter_20,Collection Letter 20,,,,,,
Collection_Letter_23,Collection Letter 23,,,,,,
Collection_Letter_Artist_Scribble,Collection Letter Artist Scribble,,,,,,
Collection_Letter_StrangerConfession,Collection Letter Strangerconfession,,,,,,
Collection_Letter_25,Collection Letter 25,,,,,,
Collection_Letter_26,Collection Letter 26,,,,,,
Collection_Letter_MonadCharity,Collection Letter Monadcharity,,,,,,
Collection_Letter_TragedyofV,Collection Letter Tragedyofv,,,,,,
Collection_Letter_KratGrandExposition_SpecialArticle,Collection Letter Kratgrandexposition Specialarticle,,,,,,
Collection_Letter_50,Collection Letter 50,,,,,,
Collection_Letter_MonsterCityLegend,Collection Letter Monstercitylegend,,,,,,
Collection_Letter_RiddleKingHint,Collection Letter Riddlekinghint,,,,,,
Collection_Letter_concierge_note,Collection Letter Concierge Note,,,,,,
Collection_Letter_56,Collection Letter 56,,,,,,
Collection_Letter_34,Collection Letter 34,,,,,,
Collection_Letter_Remedy_TestRecord,Collection Letter Remedy Testrecord,,,,,,
Collection_Letter_43,Collection Letter 43,,,,,,
Collection_Letter_33,Collection Letter 33,,,,,,
Collection_CentralStation_05,Collection Centralstation5,,,,,,
Collection_Databox_Interpretation_03,Collection Databox Interpretation3,,,,,,
Collection_CentralStation_11,Collection Centralstation 11,,,,,,
Collection_CentralStation_06,Collection Centralstation6,,,,,,
Collection_CentralStation_07,Collection Centralstation7,,,,,,
Collection_Letter_51,Collection Letter 51,,,,,,
Collection_Databox_Interpretation_06,Collection Databox Interpretation6,,,,,,
Collection_Letter_39,Collection Letter 39,,,,,,
Collection_Letter_FirstDiscovery,Collection Letter Firstdiscovery,,,,,,
Collection_Letter_47,Collection Letter 47,,,,,,
Collection_Letter_49,Collection Letter 49,,,,,,
Collection_Letter_40,Collection Letter 40,,,,,,
Collection_Databox_Interpretation_05,Collection Databox Interpretation5,,,,,,
Collection_Letter_55,Collection Letter 55,,,,,,
DLC_Collection_Reward_BossChallenge13,Dlc Collection Reward Bosschallenge13,,,,,,
AC_def_L1_4,Ac Def L1 4,,,,,,
AC_def_L2_1,Ac Def L2 1,,,,,,
AC_def_L2_2,Ac Def L2 2,,,,,,
AC_def_L2_3,Ac Def L2 3,,,,,,
AC_def_L3_2,Ac Def L3 2,,,,,,
AC_def_L3_4,Ac Def L3 4,,,,,,
AC_dmg_L1_1,Ac Dmg L1 1,,,,,,
AC_dmg_L1_2,Ac Dmg L1 2,,,,,,
AC_dmg_L2_3,Ac Dmg L2 3,,,,,,
AC_dmg_L3_1,Ac Dmg L3 1,,,,,,
AC_dmg_L3_2,Ac Dmg L3 2,,,,,,
AC_drop_L1_1,Ac Drop L1 1,,,,,,
AC_drop_L1_2,Ac Drop L1 2,,,,,,
AC_drop_L2_1,Ac Drop L2 1,,,,,,
AC_drop_L3_3,Ac Drop L3 3,,,,,,
AC_drop_L3_4,Ac Drop L3 4,,,,,,
AC_elec_L1_2,Ac Elec L1 2,,,,,,
AC_elec_L2_1,Ac Elec L2 1,,,,,,
AC_elec_L3_4,Ac Elec L3 4,,,,,,
AC_fire_L1_1,Ac Fire L1 1,,,,,,
AC_fire_L2_3,Ac Fire L2 3,,,,,,
AC_fire_L3_2,Ac Fire L3 2,,,,,,
AC_frost_L1_3,Ac Frost L1 3,,,,,,
AC_frost_L2_2,Ac Frost L2 2,,,,,,
AC_frost_L3_1,Ac Frost L3 1,,,,,,
AC_immune_L2_1,Ac Immune L2 1,,,,,,
AC_immune_L2_2,Ac Immune L2 2,,,,,,
AC_immune_L2_3,Ac Immune L2 3,,,,,,
AC_immune_L3_2,Ac Immune L3 2,,,,,,
AC_immune_L3_3,Ac Immune L3 3,,,,,,
AC_kratk_L1_1,Ac Kratk L1 1,,,,,,
AC_kratk_L2_3,Ac Kratk L2 3,,,,,,
AC_kratk_L3_1,Ac Kratk L3 1,,,,,,
AC_legion_L1_2,Ac Legion L1 2,,,,,,
AC_legion_L2_1,Ac Legion L2 1,,,,,,
AC_legion_L2_2,Ac Legion L2 2,,,,,,
AC_legion_L3_4,Ac Legion L3 4,,,,,,
AC_legion_L3_6,Ac Legion L3 6,,,,,,
AC_mgmt_equip_L2_5,Ac Mgmt Equip L2 5,,,,,,
AC_mgmt_equip_L3_3,Ac Mgmt Equip L3 3,,,,,,
AC_mgmt_stat_L1_2,Ac Mgmt Stat L1 2,,,,,,
AC_mgmt_stat_L2_4,Ac Mgmt Stat L2 4,,,,,,
AC_mgmt_stat_L3_5,Ac Mgmt Stat L3 5,,,,,,
AC_parry_L2_1,Ac Parry L2 1,,,,,,
AC_parry_L2_2,Ac Parry L2 2,,,,,,
AC_parry_L2_3,Ac Parry L2 3,,,,,,
AC_parry_L3_3,Ac Parry L3 3,,,,,,
AC_parry_L3_4,Ac Parry L3 4,,,,,,
AC_pulse_L1_1,Ac Pulse L1 1,,,,,,
AC_pulse_L2_2,Ac Pulse L2 2,,,,,,
AC_pulse_L3_2,Ac Pulse L3 2,,,,,,
AC_resist_L1_4,Ac Resist L1 4,,,,,,
CH01_Key_Hotel,Ch01 Key Hotel,,,,,,
CH02_Key_KratCentralStation,Ch02 Key Kratcentralstation,,,,,,
CH03_Key_KratCityHall,Ch03 Key Kratcityhall,,,,,,
CH04_Key_OperaHouseEntrance,Ch04 Key Operahouseentrance,,,,,,
CH05_Key_Boss,Ch05 Key Boss,,,,,,
CH06_Key_MoonlightTownBridge,Ch06 Key Moonlighttownbridge,,,,,,
CH07_Key_Merchant,Ch07 Key Merchant,,,,,,
CH08_Key_Factory,Ch08 Key Factory,,,,,,
CH09_Key_Boss,Ch09 Key Boss,,,,,,
CH10_Key_Hotel,Ch10 Key Hotel,,,,,,
CH11_Key_Boss,Ch11 Key Boss,,,,,,
CH12_Key_Boss,Ch12 Key Boss,,,,,,
CH13_Key_Boss,Ch13 Key Boss,,,,,,
Collection_Cube_1,Collection Cube 1,,,,,,
Collection_Cube_10,Collection Cube 10,,,,,,
Collection_Cube_11,Collection Cube 11,,,,,,
Collection_Cube_12,Collection Cube 12,,,,,,
Collection_Cube_13,Collection Cube 13,,,,,,
Collection_Cube_14,Collection Cube 14,,,,,,
Collection_Cube_2,Collection Cube 2,,,,,,
Collection_Cube_3,Collection Cube 3,,,,,,
Collection_Cube_4,Collection Cube 4,,,,,,
Collection_Cube_5,Collection Cube 5,,,,,,
Collection_Cube_6,Collection Cube 6,,,,,,
Collection_Cube_7,Collection Cube 7,,,,,,
Collection_Cube_8,Collection Cube 8,,,,,,
Collection_Cube_9,Collection Cube 9,,,,,,
Collection_Databox_Interpretation_02,Collection Databox Interpretation2,,,,,,
Collection_Databox_Interpretation_04,Collection Databox Interpretation4,,,,,,
Collection_Letter_01,Collection Letter1,,,,,,
Collection_Letter_02,Collection Letter2,,,,,,
Collection_Letter_03,Collection Letter3,,,,,,
Collection_Letter_06,Collection Letter6,,,,,,
Collection_Letter_07,Collection Letter7,,,,,,
Collection_Letter_09,Collection Letter9,,,,,,
Collection_Letter_13,Collection Letter 13,,,,,,
Collection_Letter_14,Collection Letter 14,,,,,,
Collection_Letter_16,Collection Letter 16,,,,,,
Collection_Letter_24,Collection Letter 24,,,,,,
Collection_Letter_27,Collection Letter 27,,,,,,
Collection_Letter_28,Collection Letter 28,,,,,,
Collection_Letter_29,Collection Letter 29,,,,,,
Collection_Letter_30,Collection Letter 30,,,,,,
Collection_Letter_31,Collection Letter 31,,,,,,
Collection_Letter_32,Collection Letter 32,,,,,,
Collection_Letter_35,Collection Letter 35,,,,,,
Collection_Letter_36,Collection Letter 36,,,,,,
Collection_Letter_37,Collection Letter 37,,,,,,
Collection_Letter_38,Collection Letter 38,,,,,,
Collection_Letter_41,Collection Letter 41,,,,,,
Collection_Letter_42,Collection Letter 42,,,,,,
Collection_Letter_44,Collection Letter 44,,,,,,
Collection_Letter_45,Collection Letter 45,,,,,,
Collection_Letter_46,Collection Letter 46,,,,,,
Collection_Letter_AlidoroNote,Collection Letter Alidoronote,,,,,,
Collection_Letter_Frozenman,Collection Letter Frozenman,,,,,,
Collection_Letter_InterviewNote,Collection Letter Interviewnote,,,,,,
Collection_Letter_Introduce_ParadeDoll,Collection Letter Introduce Paradedoll,,,,,,
Collection_Letter_KratNotedGuide1,Collection Letter Kratnotedguide1,,,,,,
Collection_Letter_SMMockery,Collection Letter Smmockery,,,,,,
Collection_Letter_Score,Collection Letter Score,,,,,,
Collection_Letter_coreFragment,Collection Letter Corefragment,,,,,,
Collection_Letter_eavesdropper,Collection Letter Eavesdropper,,,,,,
Collection_Letter_factoryMerchant,Collection Letter Factorymerchant,,,,,,
Collection_Letter_journey,Collection Letter Journey,,,,,,
Collection_Letter_masterpiece,Collection Letter Masterpiece,,,,,,
Collection_Letter_remembrance,Collection Letter Remembrance,,,,,,
Collection_Metal_1,Collection Metal 1,,,,,,
Collection_Metal_2,Collection Metal 2,,,,,,
Collection_Metal_3,Collection Metal 3,,,,,,
Collection_Metal_4,Collection Metal 4,,,,,,
Collection_Metal_5,Collection Metal 5,,,,,,
Collection_Metal_6,Collection Metal 6,,,,,,
Consume_Buff_resistance_elec1,Consume Buff Resistance Elec1,,,,,,
Consume_Buff_resistance_fire1,Consume Buff Resistance Fire1,,,,,,
Consume_Buff_resistance_frost1,Consume Buff Resistance Frost1,,,,,,
Consume_Buff_sharpness_Acid_simple,Consume Buff Sharpness Acid Simple,,,,,,
Consume_Buff_sharpness_Elec_simple,Consume Buff Sharpness Elec Simple,,,,,,
Consume_Buff_sharpness_Fire_simple,Consume Buff Sharpness Fire Simple,,,,,,
Consume_Buff_tolerance_All,Consume Buff Tolerance All,,,,,,
Consume_Buff_tolerance_All_simple,Consume Buff Tolerance All Simple,,,,,,
Consume_Etc_Memory_Easy,Consume Etc Memory Easy,,,,,,
Consume_Etc_Memory_Hard,Consume Etc Memory Hard,,,,,,
Consume_Etc_Memory_Medium,Consume Etc Memory Medium,,,,,,
Consume_Etc_PlatinumCoin_Fancy,Consume Etc Platinumcoin Fancy,,,,,,
Consume_Etc_PlatinumCoin_Hidden,Consume Etc Platinumcoin Hidden,,,,,,
Consume_Etc_PlatinumCoin_Low,Consume Etc Platinumcoin Low,,,,,,
Consume_HP_Potion_Low,Consume Hp Potion Low,,,,,,
Consume_HP_Potion_Low_HealPack,Consume Hp Potion Low Healpack,,,,,,
Consume_HP_Potion_Medium,Consume Hp Potion Medium,,,,,,
Consume_HP_Potion_Small,Consume Hp Potion Small,,,,,,
Consume_HP_Potion_Tiny,Consume Hp Potion Tiny,,,,,,
Consume_Legion_Magazine,Consume Legion Magazine,,,,,,
Consume_Material_BossErgo,Consume Material Bossergo,,,,,,
Consume_Material_Refine_Mob,Consume Material Refine Mob,,,,,,
Consume_Material_Refine_Rare,Consume Material Refine Rare,,,,,,
Consume_Material_Refine_Uncommon,Consume Material Refine Uncommon,,,,,,
Consume_Material_SoulStar,Consume Material Soulstar,,,,,,
Consume_Recovery_Battery,Consume Recovery Battery,,,,,,
Consume_Summon_Special,Consume Summon Special,,,,,,
Costume_Alchemist,Costume Alchemist,,,,,,
Costume_Bandit,Costume Bandit,,,,,,
Costume_Butler,Costume Butler,,,,,,
Costume_Chicago,Costume Chicago,,,,,,
Costume_Don,Costume Don,,,,,,
Costume_Factory,Costume Factory,,,,,,
Costume_Festival,Costume Festival,,,,,,
Costume_Gentleman,Costume Gentleman,,,,,,
Costume_KratCity,Costume Kratcity,,,,,,
Costume_Mechanical,Costume Mechanical,,,,,,
Costume_Officer,Costume Officer,,,,,,
Costume_RedFox,Costume Redfox,,,,,,
Costume_Sweeper,Costume Sweeper,,,,,,
Costume_TownGuard,Costume Townguard,,,,,,
Gesture_Applause,Gesture Applause,,,,,,
Gesture_Bow,Gesture Bow,,,,,,
Gesture_Curtsey,Gesture Curtsey,,,,,,
Gesture_Dance,Gesture Dance,,,,,,
Gesture_Greeting,Gesture Greeting,,,,,,
Gesture_Laugh,Gesture Laugh,,,,,,
Gesture_Rage,Gesture Rage,,,,,,
Gesture_Relax,Gesture Relax,,,,,,
Gesture_Scratch,Gesture Scratch,,,,,,
Gesture_Sleep,Gesture Sleep,,,,,,
Gesture_Sorry,Gesture Sorry,,,,,,
Gesture_Taunt,Gesture Taunt,,,,,,
Gesture_Wave,Gesture Wave,,,,,,
Gesture_Wonder,Gesture Wonder,,,,,,
HatCostume_BlackCat,Hatcostume Blackcat,,,,,,
HatCostume_Festival,Hatcostume Festival,,,,,,
HatCostume_Gentleman,Hatcostume Gentleman,,,,,,
HatCostume_ReaperMask,Hatcostume Reapermask,,,,,,
HatCostume_RedFox,Hatcostume Redfox,,,,,,
Helpmate_01,Helpmate1,,,,,,
Helpmate_02,Helpmate2,,,,,,
Helpmate_03,Helpmate3,,,,,,
Helpmate_04,Helpmate4,,,,,,
Helpmate_05,Helpmate5,,,,,,
Helpmate_06,Helpmate6,,,,,,
SlaveArm_Gun,Slavearm Gun,,,,,,
SlaveArm_Shield,Slavearm Shield,,,,,,
SlaveArm_Shotgun,Slavearm Shotgun,,,,,,
SlaveArm_Spear,Slavearm Spear,,,,,,
WP_PC_BLD_Flamberge,Wp Pc Bld Flamberge,,,,,,
WP_PC_BLD_Greatsword,Wp Pc Bld Greatsword,,,,,,
WP_PC_BLD_Guillotine,Wp Pc Bld Guillotine,,,,,,
WP_PC_BLD_Hammer,Wp Pc Bld Hammer,,,,,,
WP_PC_BLD_HolySword,Wp Pc Bld Holysword,,,,,,
WP_PC_BLD_Katar,Wp Pc Bld Katar,,,,,,
WP_PC_BLD_Lance,Wp Pc Bld Lance,,,,,,
WP_PC_BLD_Lost,Wp Pc Bld Lost,,,,,,
WP_PC_BLD_Nail,Wp Pc Bld Nail,,,,,,
WP_PC_BLD_Nosferatu,Wp Pc Bld Nosferatu,,,,,,
WP_PC_BLD_Saw,Wp Pc Bld Saw,,,,,,
WP_PC_BLD_Shield,Wp Pc Bld Shield,,,,,,
WP_PC_BLD_Sickle,Wp Pc Bld Sickle,,,,,,
WP_PC_BLD_Slap,Wp Pc Bld Slap,,,,,,
WP_PC_BLD_Spear,Wp Pc Bld Spear,,,,,,
WP_PC_BLD_Steel,Wp Pc Bld Steel,,,,,,
WP_PC_BLD_Twinblade,Wp Pc Bld Twinblade,,,,,,
WP_PC_BLD_WavySword,Wp Pc Bld Wavysword,,,,,,
